recipe_id,name,author,description,category,cuisine_type,keywords,ingredients,cooking_time,prep_time,total_time,servings,calories,rating,review_count,difficulty_level,mood,occasion,instructions,image_urls
FOOD_02590,French Berry Tart,Chef Sarah,A energizing french dessert perfect for workout. This energizing dish is satisfying and great for workout.,Dessert,French,"energizing,workout,french,dessert","spices, cheese, chicken, tomatoes, garlic, vegetables, onions, potatoes",93,39,132,1,739,3.8,1335,Easy,energizing,workout,1. Prepare ingredients. 2. Cook according to French tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2590.jpg
FOOD_02591,Turkish Dinner,Chef Lisa,A cooling turkish dinner perfect for family_dinner. This cooling dish is satisfying and great for family_dinner.,Dinner,Turkish,"cooling,family_dinner,turkish,dinner","garlic, herbs, cheese, beans, eggs, bread, vegetables, carrots, mushrooms, rice",149,73,222,6,171,4.1,4520,Hard,cooling,family_dinner,1. Prepare ingredients. 2. Cook according to Turkish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2591.jpg
FOOD_02592,Italian Appetizer,Chef David,A comforting italian appetizer perfect for summer_day. This comforting dish is nutritious and great for summer_day.,Appetizer,Italian,"comforting,summer_day,italian,appetizer","onions, cheese, tomatoes, vegetables, mushrooms, bread, herbs, spinach",58,88,146,12,735,4.3,3440,Medium,comforting,summer_day,1. Prepare ingredients. 2. Cook according to Italian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2592.jpg
FOOD_02593,Brazilian Side Dish,Chef Sarah,A warming brazilian side dish perfect for picnic. This warming dish is flavorful and great for picnic.,Side Dish,Brazilian,"warming,picnic,brazilian,side dish","chicken, lentils, bread, onions, spinach, beans, cheese, eggs, potatoes, mushrooms",83,18,101,11,582,3.8,2741,Hard,warming,picnic,1. Prepare ingredients. 2. Cook according to Brazilian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2593.jpg
FOOD_02594,Spanish Lunch,Chef David,A comforting spanish lunch perfect for winter_day. This comforting dish is flavorful and great for winter_day.,Lunch,Spanish,"comforting,winter_day,spanish,lunch","bread, tomatoes, potatoes, lentils, beans, vegetables, garlic, beef, herbs, pasta, fish, carrots, chicken",134,18,152,2,568,4.8,2817,Easy,comforting,winter_day,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2594.jpg
FOOD_02595,Indian Snack,Chef Lisa,A comforting indian snack perfect for picnic. This comforting dish is delicious and great for picnic.,Snack,Indian,"comforting,picnic,indian,snack","beans, tomatoes, lentils, fish, spinach, vegetables, herbs, mushrooms, cheese, rice, spices, chicken",133,117,250,2,721,3.8,3907,Easy,comforting,picnic,1. Prepare ingredients. 2. Cook according to Indian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2595.jpg
FOOD_02596,Mediterranean Dinner,Chef Michael,A light mediterranean dinner perfect for hangover. This light dish is delicious and great for hangover.,Dinner,Mediterranean,"light,hangover,mediterranean,dinner","herbs, potatoes, onions",76,113,189,2,679,3.8,3182,Easy,light,hangover,1. Prepare ingredients. 2. Cook according to Mediterranean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2596.jpg
FOOD_02597,Greek Chicken Stir-fry,Chef David,A warming greek main course perfect for winter_day. This warming dish is delicious and great for winter_day.,Main Course,Greek,"warming,winter_day,greek,main course","vegetables, beans, cheese, beef, pasta, tomatoes, herbs, lentils",106,15,121,9,361,4.2,269,Medium,warming,winter_day,1. Prepare ingredients. 2. Cook according to Greek tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2597.jpg
FOOD_02598,Spanish Salad,Chef Michael,A light spanish salad perfect for workout. This light dish is nutritious and great for workout.,Salad,Spanish,"light,workout,spanish,salad","chicken, fish, tomatoes, beef, lentils",142,115,257,7,499,3.1,4950,Hard,light,workout,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2598.jpg
FOOD_02599,Spanish Lunch,Chef Michael,A hearty spanish lunch perfect for winter_day. This hearty dish is satisfying and great for winter_day.,Lunch,Spanish,"hearty,winter_day,spanish,lunch","potatoes, eggs, spinach, chicken, onions, herbs, spices, lentils, vegetables, tomatoes, rice, beef, fish, cheese, garlic",131,13,144,8,478,4.6,3115,Medium,hearty,winter_day,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2599.jpg
FOOD_02600,Mexican Chicken Soup,Chef Michael,A refreshing mexican soup perfect for hangover. This refreshing dish is nutritious and great for hangover.,Soup,Mexican,"refreshing,hangover,mexican,soup","spinach, onions, potatoes, tomatoes, mushrooms, garlic, cheese",180,50,230,6,399,3.8,1295,Hard,refreshing,hangover,1. Prepare ingredients. 2. Cook according to Mexican tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2600.jpg
FOOD_02601,Vietnamese Vanilla Mousse,Chef David,A hearty vietnamese dessert perfect for winter_day. This hearty dish is satisfying and great for winter_day.,Dessert,Vietnamese,"hearty,winter_day,vietnamese,dessert","lentils, potatoes, herbs, tomatoes, mushrooms, carrots, beef, onions, spices, chicken, garlic, bread, rice, eggs, beans",51,49,100,11,546,3.6,4653,Medium,hearty,winter_day,1. Prepare ingredients. 2. Cook according to Vietnamese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2601.jpg
FOOD_02602,Spanish Beverage,Chef Lisa,A hearty spanish beverage perfect for rainy_day. This hearty dish is nutritious and great for rainy_day.,Beverage,Spanish,"hearty,rainy_day,spanish,beverage","fish, potatoes, lentils, pasta, beef",39,37,76,12,741,3.3,2608,Easy,hearty,rainy_day,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2602.jpg
FOOD_02603,Chinese Salad,Chef John,A cooling chinese salad perfect for movie_night. This cooling dish is delicious and great for movie_night.,Salad,Chinese,"cooling,movie_night,chinese,salad","bread, potatoes, spinach, garlic, tomatoes",144,66,210,4,607,3.6,364,Hard,cooling,movie_night,1. Prepare ingredients. 2. Cook according to Chinese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2603.jpg
FOOD_02604,American Salad,Chef Lisa,A hearty american salad perfect for movie_night. This hearty dish is nutritious and great for movie_night.,Salad,American,"hearty,movie_night,american,salad","tomatoes, lentils, mushrooms, garlic, chicken, spices, vegetables",176,49,225,11,272,4.4,2867,Medium,hearty,movie_night,1. Prepare ingredients. 2. Cook according to American tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2604.jpg
FOOD_02605,Mexican Salad,Chef John,A warming mexican salad perfect for winter_day. This warming dish is nutritious and great for winter_day.,Salad,Mexican,"warming,winter_day,mexican,salad","lentils, beans, vegetables, pasta, onions, spinach, chicken, tomatoes, herbs",166,101,267,7,225,4.1,374,Easy,warming,winter_day,1. Prepare ingredients. 2. Cook according to Mexican tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2605.jpg
FOOD_02606,American Beverage,Chef John,A cooling american beverage perfect for date_night. This cooling dish is flavorful and great for date_night.,Beverage,American,"cooling,date_night,american,beverage","spices, spinach, beef, potatoes, pasta, herbs, mushrooms, rice, fish, cheese, chicken, garlic",93,30,123,5,112,3.0,771,Medium,cooling,date_night,1. Prepare ingredients. 2. Cook according to American tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2606.jpg
FOOD_02607,Vietnamese Tomato Soup,Chef Michael,A warming vietnamese soup perfect for date_night. This warming dish is delicious and great for date_night.,Soup,Vietnamese,"warming,date_night,vietnamese,soup","carrots, tomatoes, vegetables, beef, eggs, garlic",152,102,254,11,156,4.7,4074,Easy,warming,date_night,1. Prepare ingredients. 2. Cook according to Vietnamese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2607.jpg
FOOD_02608,Peruvian Breakfast,Chef Maria,A healthy peruvian breakfast perfect for winter_day. This healthy dish is flavorful and great for winter_day.,Breakfast,Peruvian,"healthy,winter_day,peruvian,breakfast","bread, garlic, beef, vegetables, cheese, onions, eggs",16,12,28,2,788,3.8,668,Easy,healthy,winter_day,1. Prepare ingredients. 2. Cook according to Peruvian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2608.jpg
FOOD_02609,Mexican Lunch,Chef John,A relaxing mexican lunch perfect for party. This relaxing dish is flavorful and great for party.,Lunch,Mexican,"relaxing,party,mexican,lunch","spinach, lentils, onions, pasta, mushrooms",29,94,123,9,609,4.8,2522,Medium,relaxing,party,1. Prepare ingredients. 2. Cook according to Mexican tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2609.jpg
FOOD_02610,Korean Chocolate Cake,Chef John,A celebratory korean dessert perfect for hangover. This celebratory dish is satisfying and great for hangover.,Dessert,Korean,"celebratory,hangover,korean,dessert","spinach, pasta, onions, potatoes, cheese, lentils, eggs, bread, mushrooms, beans, spices, carrots, beef, herbs, rice",156,117,273,1,785,4.6,2540,Medium,celebratory,hangover,1. Prepare ingredients. 2. Cook according to Korean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2610.jpg
FOOD_02611,Thai Breakfast,Chef Sarah,A celebratory thai breakfast perfect for winter_day. This celebratory dish is delicious and great for winter_day.,Breakfast,Thai,"celebratory,winter_day,thai,breakfast","cheese, spinach, vegetables, chicken, rice, garlic, pasta, lentils, beef, onions, spices, herbs, tomatoes, eggs, fish",82,94,176,11,461,3.7,2899,Medium,celebratory,winter_day,1. Prepare ingredients. 2. Cook according to Thai tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2611.jpg
FOOD_02612,Japanese Lunch,Chef John,A cooling japanese lunch perfect for study_session. This cooling dish is nutritious and great for study_session.,Lunch,Japanese,"cooling,study_session,japanese,lunch","cheese, spices, lentils, potatoes",146,73,219,5,272,3.1,4882,Hard,cooling,study_session,1. Prepare ingredients. 2. Cook according to Japanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2612.jpg
FOOD_02613,Mediterranean Breakfast,Chef Lisa,A energizing mediterranean breakfast perfect for summer_day. This energizing dish is flavorful and great for summer_day.,Breakfast,Mediterranean,"energizing,summer_day,mediterranean,breakfast","spinach, spices, potatoes, herbs",95,68,163,12,382,4.8,553,Easy,energizing,summer_day,1. Prepare ingredients. 2. Cook according to Mediterranean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2613.jpg
FOOD_02614,Indian Salad,Chef Michael,A light indian salad perfect for rainy_day. This light dish is delicious and great for rainy_day.,Salad,Indian,"light,rainy_day,indian,salad","chicken, spinach, beans, rice, garlic, bread, eggs, beef, mushrooms, pasta, spices, tomatoes, potatoes, vegetables, fish",120,57,177,1,105,5.0,4157,Medium,light,rainy_day,1. Prepare ingredients. 2. Cook according to Indian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2614.jpg
FOOD_02615,Moroccan Mushroom Soup,Chef Maria,A healthy moroccan soup perfect for picnic. This healthy dish is delicious and great for picnic.,Soup,Moroccan,"healthy,picnic,moroccan,soup","carrots, fish, potatoes, herbs, spinach, mushrooms, pasta, beans, spices, chicken, eggs, rice, garlic, bread",91,112,203,3,231,3.6,3141,Easy,healthy,picnic,1. Prepare ingredients. 2. Cook according to Moroccan tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2615.jpg
FOOD_02616,Chinese Dinner,Chef Michael,A indulgent chinese dinner perfect for family_dinner. This indulgent dish is satisfying and great for family_dinner.,Dinner,Chinese,"indulgent,family_dinner,chinese,dinner","bread, garlic, beef",168,88,256,3,725,5.0,4627,Medium,indulgent,family_dinner,1. Prepare ingredients. 2. Cook according to Chinese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2616.jpg
FOOD_02617,Italian Dinner,Chef David,A light italian dinner perfect for date_night. This light dish is nutritious and great for date_night.,Dinner,Italian,"light,date_night,italian,dinner","tomatoes, chicken, carrots, eggs, potatoes, lentils, fish, beans, bread, pasta, onions, spices, cheese",163,31,194,7,502,3.6,252,Easy,light,date_night,1. Prepare ingredients. 2. Cook according to Italian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2617.jpg
FOOD_02618,Moroccan Side Dish,Chef Maria,A light moroccan side dish perfect for movie_night. This light dish is flavorful and great for movie_night.,Side Dish,Moroccan,"light,movie_night,moroccan,side dish","potatoes, eggs, rice, garlic, beans, spices, pasta",163,92,255,2,471,4.3,967,Hard,light,movie_night,1. Prepare ingredients. 2. Cook according to Moroccan tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2618.jpg
FOOD_02619,Vietnamese Dinner,Chef John,A cooling vietnamese dinner perfect for sunny_day. This cooling dish is delicious and great for sunny_day.,Dinner,Vietnamese,"cooling,sunny_day,vietnamese,dinner","spices, eggs, fish, lentils, beef, beans, potatoes",90,62,152,8,688,4.8,3737,Easy,cooling,sunny_day,1. Prepare ingredients. 2. Cook according to Vietnamese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2619.jpg
FOOD_02620,Vietnamese Side Dish,Chef John,A light vietnamese side dish perfect for rainy_day. This light dish is flavorful and great for rainy_day.,Side Dish,Vietnamese,"light,rainy_day,vietnamese,side dish","vegetables, chicken, lentils, fish, beef, cheese, garlic, beans, pasta, potatoes, rice, onions, herbs",53,92,145,12,286,3.8,3917,Medium,light,rainy_day,1. Prepare ingredients. 2. Cook according to Vietnamese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2620.jpg
FOOD_02621,Spanish Sauce,Chef Maria,A hearty spanish sauce perfect for sunny_day. This hearty dish is nutritious and great for sunny_day.,Sauce,Spanish,"hearty,sunny_day,spanish,sauce","garlic, onions, beef, eggs",82,72,154,4,556,3.6,3575,Easy,hearty,sunny_day,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2621.jpg
FOOD_02622,Indian Vegetable Soup,Chef Lisa,A energizing indian soup perfect for winter_day. This energizing dish is delicious and great for winter_day.,Soup,Indian,"energizing,winter_day,indian,soup","cheese, potatoes, pasta, eggs, beans, lentils, herbs, garlic, tomatoes, carrots, onions, vegetables",178,10,188,12,124,3.7,525,Hard,energizing,winter_day,1. Prepare ingredients. 2. Cook according to Indian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2622.jpg
FOOD_02623,Moroccan Sauce,Chef David,A light moroccan sauce perfect for study_session. This light dish is flavorful and great for study_session.,Sauce,Moroccan,"light,study_session,moroccan,sauce","eggs, garlic, bread, spices, onions, pasta, vegetables, carrots, potatoes, herbs, lentils, fish, rice, chicken",174,57,231,9,646,4.1,1365,Medium,light,study_session,1. Prepare ingredients. 2. Cook according to Moroccan tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2623.jpg
FOOD_02624,Spanish Beverage,Chef David,A hearty spanish beverage perfect for summer_day. This hearty dish is satisfying and great for summer_day.,Beverage,Spanish,"hearty,summer_day,spanish,beverage","cheese, carrots, pasta, lentils, garlic, chicken, eggs",141,74,215,8,229,4.0,3919,Hard,hearty,summer_day,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2624.jpg
FOOD_02625,Chinese Beverage,Chef Sarah,A celebratory chinese beverage perfect for workout. This celebratory dish is flavorful and great for workout.,Beverage,Chinese,"celebratory,workout,chinese,beverage","rice, tomatoes, chicken, herbs",48,112,160,10,230,3.3,3231,Easy,celebratory,workout,1. Prepare ingredients. 2. Cook according to Chinese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2625.jpg
FOOD_02626,Peruvian Sauce,Chef Michael,A celebratory peruvian sauce perfect for movie_night. This celebratory dish is delicious and great for movie_night.,Sauce,Peruvian,"celebratory,movie_night,peruvian,sauce","herbs, spinach, pasta, potatoes, beans, spices, bread, rice",83,92,175,6,158,4.1,4473,Medium,celebratory,movie_night,1. Prepare ingredients. 2. Cook according to Peruvian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2626.jpg
FOOD_02627,Korean Side Dish,Chef Sarah,A healthy korean side dish perfect for hangover. This healthy dish is flavorful and great for hangover.,Side Dish,Korean,"healthy,hangover,korean,side dish","onions, tomatoes, garlic, beans, pasta, rice, vegetables, fish, lentils, mushrooms, cheese, spices, eggs, spinach, beef",139,78,217,6,587,3.3,1932,Medium,healthy,hangover,1. Prepare ingredients. 2. Cook according to Korean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2627.jpg
FOOD_02628,Japanese Lunch,Chef Michael,A satisfying japanese lunch perfect for party. This satisfying dish is delicious and great for party.,Lunch,Japanese,"satisfying,party,japanese,lunch","spices, rice, lentils, bread, fish",76,116,192,4,376,3.9,3732,Hard,satisfying,party,1. Prepare ingredients. 2. Cook according to Japanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2628.jpg
FOOD_02629,Peruvian Side Dish,Chef David,A hearty peruvian side dish perfect for study_session. This hearty dish is satisfying and great for study_session.,Side Dish,Peruvian,"hearty,study_session,peruvian,side dish","pasta, cheese, lentils, garlic, chicken, bread, carrots, vegetables, beans, potatoes, mushrooms, tomatoes, spices, onions",51,66,117,11,492,4.8,1327,Hard,hearty,study_session,1. Prepare ingredients. 2. Cook according to Peruvian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2629.jpg
FOOD_02630,Turkish Dinner,Chef Sarah,A satisfying turkish dinner perfect for hangover. This satisfying dish is nutritious and great for hangover.,Dinner,Turkish,"satisfying,hangover,turkish,dinner","mushrooms, lentils, carrots, bread, tomatoes, vegetables, rice, potatoes, onions, herbs, fish, spices, beef, pasta",118,52,170,12,783,4.9,4397,Medium,satisfying,hangover,1. Prepare ingredients. 2. Cook according to Turkish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2630.jpg
FOOD_02631,Lebanese Salad,Chef Michael,A comforting lebanese salad perfect for picnic. This comforting dish is nutritious and great for picnic.,Salad,Lebanese,"comforting,picnic,lebanese,salad","pasta, potatoes, onions, spinach, bread, rice, eggs, cheese, fish, chicken, garlic",87,62,149,10,154,4.6,2740,Hard,comforting,picnic,1. Prepare ingredients. 2. Cook according to Lebanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2631.jpg
FOOD_02632,American Mushroom Soup,Chef Maria,A hearty american soup perfect for date_night. This hearty dish is flavorful and great for date_night.,Soup,American,"hearty,date_night,american,soup","vegetables, onions, chicken, pasta, bread, eggs, fish, spinach, beans, tomatoes, beef",100,84,184,9,432,3.4,1503,Easy,hearty,date_night,1. Prepare ingredients. 2. Cook according to American tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2632.jpg
FOOD_02633,Spanish Beverage,Chef Lisa,A cooling spanish beverage perfect for party. This cooling dish is delicious and great for party.,Beverage,Spanish,"cooling,party,spanish,beverage","beef, eggs, beans, fish, potatoes, mushrooms, spices, carrots, herbs",134,105,239,4,608,3.7,842,Easy,cooling,party,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2633.jpg
FOOD_02634,French Side Dish,Chef Lisa,A warming french side dish perfect for sunny_day. This warming dish is flavorful and great for sunny_day.,Side Dish,French,"warming,sunny_day,french,side dish","fish, eggs, onions, pasta",102,55,157,6,442,3.3,4624,Medium,warming,sunny_day,1. Prepare ingredients. 2. Cook according to French tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2634.jpg
FOOD_02635,French Snack,Chef Sarah,A warming french snack perfect for hangover. This warming dish is nutritious and great for hangover.,Snack,French,"warming,hangover,french,snack","bread, rice, garlic",124,68,192,1,755,3.6,2846,Hard,warming,hangover,1. Prepare ingredients. 2. Cook according to French tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2635.jpg
FOOD_02636,Korean Sauce,Chef Michael,A hearty korean sauce perfect for date_night. This hearty dish is delicious and great for date_night.,Sauce,Korean,"hearty,date_night,korean,sauce","garlic, eggs, herbs, vegetables, spinach, onions, cheese, beef, mushrooms",31,54,85,9,283,4.9,2200,Easy,hearty,date_night,1. Prepare ingredients. 2. Cook according to Korean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2636.jpg
FOOD_02637,Greek Beverage,Chef Lisa,A comforting greek beverage perfect for picnic. This comforting dish is satisfying and great for picnic.,Beverage,Greek,"comforting,picnic,greek,beverage","carrots, potatoes, cheese, vegetables",34,47,81,10,284,3.6,1700,Hard,comforting,picnic,1. Prepare ingredients. 2. Cook according to Greek tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2637.jpg
FOOD_02638,Italian Chicken Soup,Chef Sarah,A celebratory italian soup perfect for family_dinner. This celebratory dish is nutritious and great for family_dinner.,Soup,Italian,"celebratory,family_dinner,italian,soup","mushrooms, bread, fish, garlic, carrots",17,55,72,9,512,3.3,649,Medium,celebratory,family_dinner,1. Prepare ingredients. 2. Cook according to Italian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2638.jpg
FOOD_02639,Italian Snack,Chef Michael,A celebratory italian snack perfect for date_night. This celebratory dish is satisfying and great for date_night.,Snack,Italian,"celebratory,date_night,italian,snack","rice, chicken, spices, eggs, tomatoes, cheese, garlic",113,107,220,6,524,4.2,3314,Medium,celebratory,date_night,1. Prepare ingredients. 2. Cook according to Italian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2639.jpg
FOOD_02640,Spanish Beverage,Chef Sarah,A indulgent spanish beverage perfect for rainy_day. This indulgent dish is flavorful and great for rainy_day.,Beverage,Spanish,"indulgent,rainy_day,spanish,beverage","vegetables, carrots, spices, garlic, rice, herbs, beef, potatoes, eggs, bread",121,45,166,3,424,4.3,4201,Medium,indulgent,rainy_day,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2640.jpg
FOOD_02641,Japanese Sauce,Chef Maria,A celebratory japanese sauce perfect for date_night. This celebratory dish is flavorful and great for date_night.,Sauce,Japanese,"celebratory,date_night,japanese,sauce","potatoes, vegetables, mushrooms, beans",126,72,198,12,742,4.2,2612,Hard,celebratory,date_night,1. Prepare ingredients. 2. Cook according to Japanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2641.jpg
FOOD_02642,Japanese Lunch,Chef Sarah,A light japanese lunch perfect for hangover. This light dish is nutritious and great for hangover.,Lunch,Japanese,"light,hangover,japanese,lunch","tomatoes, beans, chicken, fish, potatoes, spices, carrots, beef, rice, mushrooms, eggs, spinach, herbs, bread",25,87,112,5,324,3.7,4969,Hard,light,hangover,1. Prepare ingredients. 2. Cook according to Japanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2642.jpg
FOOD_02643,Turkish Beverage,Chef David,A comforting turkish beverage perfect for movie_night. This comforting dish is flavorful and great for movie_night.,Beverage,Turkish,"comforting,movie_night,turkish,beverage","spinach, onions, bread",63,32,95,6,533,3.6,3758,Medium,comforting,movie_night,1. Prepare ingredients. 2. Cook according to Turkish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2643.jpg
FOOD_02644,Chinese Snack,Chef Maria,A warming chinese snack perfect for study_session. This warming dish is satisfying and great for study_session.,Snack,Chinese,"warming,study_session,chinese,snack","beans, rice, herbs, fish, tomatoes, chicken",100,42,142,3,680,3.2,4048,Medium,warming,study_session,1. Prepare ingredients. 2. Cook according to Chinese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2644.jpg
FOOD_02645,Spanish Breakfast,Chef Maria,A light spanish breakfast perfect for family_dinner. This light dish is satisfying and great for family_dinner.,Breakfast,Spanish,"light,family_dinner,spanish,breakfast","rice, pasta, eggs, cheese, garlic, fish, spinach, onions, tomatoes, spices, chicken, bread, beef, carrots, vegetables",105,115,220,12,218,4.2,3921,Medium,light,family_dinner,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2645.jpg
FOOD_02646,Mexican Salad,Chef Sarah,A satisfying mexican salad perfect for summer_day. This satisfying dish is nutritious and great for summer_day.,Salad,Mexican,"satisfying,summer_day,mexican,salad","garlic, spinach, lentils, spices, carrots, potatoes, herbs, eggs, beef, pasta, mushrooms",79,97,176,12,395,4.5,4053,Medium,satisfying,summer_day,1. Prepare ingredients. 2. Cook according to Mexican tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2646.jpg
FOOD_02647,Chinese Lunch,Chef David,A satisfying chinese lunch perfect for movie_night. This satisfying dish is satisfying and great for movie_night.,Lunch,Chinese,"satisfying,movie_night,chinese,lunch","cheese, chicken, beans, tomatoes, herbs, bread, pasta, beef, eggs, mushrooms, onions, carrots, spices, fish",26,59,85,3,689,3.2,4596,Medium,satisfying,movie_night,1. Prepare ingredients. 2. Cook according to Chinese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2647.jpg
FOOD_02648,Turkish Snack,Chef Lisa,A relaxing turkish snack perfect for party. This relaxing dish is nutritious and great for party.,Snack,Turkish,"relaxing,party,turkish,snack","lentils, garlic, potatoes, vegetables",64,19,83,1,709,4.0,2404,Hard,relaxing,party,1. Prepare ingredients. 2. Cook according to Turkish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2648.jpg
FOOD_02649,Thai Snack,Chef John,A relaxing thai snack perfect for study_session. This relaxing dish is nutritious and great for study_session.,Snack,Thai,"relaxing,study_session,thai,snack","rice, beans, tomatoes, garlic, lentils, pasta, bread, cheese, onions, carrots, spices, vegetables, beef, mushrooms",163,82,245,3,206,3.1,534,Hard,relaxing,study_session,1. Prepare ingredients. 2. Cook according to Thai tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2649.jpg
FOOD_02650,Greek Chicken Grill,Chef Sarah,A warming greek main course perfect for date_night. This warming dish is flavorful and great for date_night.,Main Course,Greek,"warming,date_night,greek,main course","bread, rice, potatoes, carrots, chicken, pasta, onions, beef, herbs, cheese, spices",177,62,239,3,715,4.6,4629,Easy,warming,date_night,1. Prepare ingredients. 2. Cook according to Greek tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2650.jpg
FOOD_02651,Vietnamese Sauce,Chef Michael,A energizing vietnamese sauce perfect for hangover. This energizing dish is flavorful and great for hangover.,Sauce,Vietnamese,"energizing,hangover,vietnamese,sauce","fish, vegetables, onions, spices, mushrooms, cheese, lentils, pasta, carrots, beans",28,93,121,2,247,4.3,3464,Hard,energizing,hangover,1. Prepare ingredients. 2. Cook according to Vietnamese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2651.jpg
FOOD_02652,Thai Vegetable Soup,Chef Michael,A satisfying thai soup perfect for study_session. This satisfying dish is nutritious and great for study_session.,Soup,Thai,"satisfying,study_session,thai,soup","potatoes, vegetables, carrots, mushrooms, eggs",100,82,182,9,419,4.8,2956,Hard,satisfying,study_session,1. Prepare ingredients. 2. Cook according to Thai tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2652.jpg
FOOD_02653,Lebanese Chicken Stew,Chef David,A light lebanese main course perfect for movie_night. This light dish is flavorful and great for movie_night.,Main Course,Lebanese,"light,movie_night,lebanese,main course","spices, herbs, beans, lentils, fish",43,83,126,5,654,3.5,3473,Easy,light,movie_night,1. Prepare ingredients. 2. Cook according to Lebanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2653.jpg
FOOD_02654,Chinese Salad,Chef David,A light chinese salad perfect for study_session. This light dish is satisfying and great for study_session.,Salad,Chinese,"light,study_session,chinese,salad","eggs, carrots, beef, chicken, herbs, beans, fish, vegetables, potatoes, lentils, spinach",119,14,133,11,535,4.9,337,Hard,light,study_session,1. Prepare ingredients. 2. Cook according to Chinese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_2654.jpg
